displacement,position
0.0,0.0
-2.80741e-11,0.05
-1.11921e-10,0.1
-2.50977e-10,0.15000000000000002
-4.44678e-10,0.2
-6.92462e-10,0.25
-9.93766e-10,0.30000000000000004
-1.34802e-09,0.35000000000000003
-1.75468e-09,0.4
-2.21316e-09,0.45
-2.7229e-09,0.5
-3.28335e-09,0.55
-3.89394e-09,0.6000000000000001
-4.5541e-09,0.65
-5.26328e-09,0.7000000000000001
-6.0209e-09,0.75
-6.82641e-09,0.8
-7.67924e-09,0.8500000000000001
-8.57883e-09,0.9
-9.52462e-09,0.9500000000000001
-1.0516e-08,1.0
-1.15525e-08,1.05
-1.26335e-08,1.1
-1.37585e-08,1.1500000000000001
-1.49268e-08,1.2000000000000002
-1.61379e-08,1.25
-1.73913e-08,1.3
-1.86863e-08,1.35
-2.00225e-08,1.4000000000000001
-2.13993e-08,1.4500000000000002
-2.2816e-08,1.5
-2.42722e-08,1.55
-2.57673e-08,1.6
-2.73007e-08,1.6500000000000001
-2.88718e-08,1.7000000000000002
-3.04801e-08,1.75
-3.2125e-08,1.8
-3.3806e-08,1.85
-3.55224e-08,1.9000000000000001
-3.72738e-08,1.9500000000000002
-3.90596e-08,2.0
-4.08791e-08,2.0500000000000003
-4.27319e-08,2.1
-4.46174e-08,2.15
-4.6535e-08,2.2
-4.84841e-08,2.25
-5.04642e-08,2.3000000000000003
-5.24747e-08,2.35
-5.45151e-08,2.4000000000000004
-5.65848e-08,2.45
-5.86832e-08,2.5
-6.08098e-08,2.5500000000000003
-6.2964e-08,2.6
-6.51453e-08,2.6500000000000004
-6.7353e-08,2.7
-6.95866e-08,2.75
-7.18456e-08,2.8000000000000003
-7.41293e-08,2.85
-7.64373e-08,2.9000000000000004
-7.8769e-08,2.95
-8.11237e-08,3.0
-8.3501e-08,3.0500000000000003
-8.59003e-08,3.1
-8.83209e-08,3.1500000000000004
-9.07624e-08,3.2
-9.32242e-08,3.25
-9.57057e-08,3.3000000000000003
-9.82064e-08,3.35
-1.00726e-07,3.4000000000000004
-1.03263e-07,3.45
-1.05818e-07,3.5
-1.08389e-07,3.5500000000000003
-1.10977e-07,3.6
-1.13581e-07,3.6500000000000004
-1.162e-07,3.7
-1.18834e-07,3.75
-1.21481e-07,3.8000000000000003
-1.24142e-07,3.85
-1.26817e-07,3.9000000000000004
-1.29503e-07,3.95
-1.32202e-07,4.0
-1.34911e-07,4.05
-1.37632e-07,4.1000000000000005
-1.40362e-07,4.15
-1.43102e-07,4.2
-1.45851e-07,4.25
-1.48609e-07,4.3
-1.51374e-07,4.3500000000000005
-1.54147e-07,4.4
-1.56927e-07,4.45
-1.59712e-07,4.5
-1.62504e-07,4.55
-1.653e-07,4.6000000000000005
-1.68101e-07,4.65
-1.70906e-07,4.7
-1.73714e-07,4.75
-1.76525e-07,4.800000000000001
-1.79339e-07,4.8500000000000005
-1.82154e-07,4.9
-1.8497e-07,4.95
-1.87786e-07,5.0
