displacement,position
0.0,0.0
-8.59293e-11,0.050505050505050504
-3.42556e-10,0.10101010101010101
-7.68139e-10,0.15151515151515152
-1.36094e-09,0.20202020202020202
-2.1192e-09,0.25252525252525254
-3.0412e-09,0.30303030303030304
-4.12519e-09,0.35353535353535354
-5.36942e-09,0.40404040404040403
-6.77216e-09,0.45454545454545453
-8.33166e-09,0.5050505050505051
-1.00462e-08,0.5555555555555556
-1.1914e-08,0.6060606060606061
-1.39333e-08,0.6565656565656566
-1.61025e-08,0.7070707070707071
-1.84197e-08,0.7575757575757576
-2.08832e-08,0.8080808080808081
-2.34912e-08,0.8585858585858586
-2.62421e-08,0.9090909090909091
-2.91341e-08,0.9595959595959596
-3.21654e-08,1.0101010101010102
-3.53344e-08,1.0606060606060606
-3.86392e-08,1.1111111111111112
-4.20781e-08,1.1616161616161615
-4.56494e-08,1.2121212121212122
-4.93513e-08,1.2626262626262625
-5.31821e-08,1.3131313131313131
-5.71401e-08,1.3636363636363635
-6.12235e-08,1.4141414141414141
-6.54306e-08,1.4646464646464645
-6.97595e-08,1.5151515151515151
-7.42087e-08,1.5656565656565655
-7.87763e-08,1.6161616161616161
-8.34606e-08,1.6666666666666667
-8.82599e-08,1.7171717171717171
-9.31724e-08,1.7676767676767677
-9.81963e-08,1.8181818181818181
-1.0333e-07,1.8686868686868687
-1.08572e-07,1.9191919191919191
-1.1392e-07,1.9696969696969697
-1.19372e-07,2.0202020202020203
-1.24927e-07,2.0707070707070705
-1.30584e-07,2.121212121212121
-1.36339e-07,2.1717171717171717
-1.42192e-07,2.2222222222222223
-1.48141e-07,2.2727272727272725
-1.54184e-07,2.323232323232323
-1.60319e-07,2.3737373737373737
-1.66545e-07,2.4242424242424243
-1.7286e-07,2.474747474747475
-1.79261e-07,2.525252525252525
-1.85748e-07,2.5757575757575757
-1.92319e-07,2.6262626262626263
-1.98972e-07,2.676767676767677
-2.05704e-07,2.727272727272727
-2.12515e-07,2.7777777777777777
-2.19403e-07,2.8282828282828283
-2.26366e-07,2.878787878787879
-2.33402e-07,2.929292929292929
-2.40509e-07,2.9797979797979797
-2.47686e-07,3.0303030303030303
-2.5493e-07,3.080808080808081
-2.62241e-07,3.131313131313131
-2.69617e-07,3.1818181818181817
-2.77055e-07,3.2323232323232323
-2.84554e-07,3.282828282828283
-2.92112e-07,3.3333333333333335
-2.99728e-07,3.3838383838383836
-3.07399e-07,3.4343434343434343
-3.15125e-07,3.484848484848485
-3.22903e-07,3.5353535353535355
-3.30731e-07,3.5858585858585856
-3.38608e-07,3.6363636363636362
-3.46532e-07,3.686868686868687
-3.54502e-07,3.7373737373737375
-3.62514e-07,3.7878787878787876
-3.70569e-07,3.8383838383838382
-3.78664e-07,3.888888888888889
-3.86797e-07,3.9393939393939394
-3.94967e-07,3.9898989898989896
-4.03171e-07,4.040404040404041
-4.11409e-07,4.090909090909091
-4.19678e-07,4.141414141414141
-4.27976e-07,4.191919191919192
-4.36303e-07,4.242424242424242
-4.44655e-07,4.292929292929293
-4.53032e-07,4.343434343434343
-4.61432e-07,4.393939393939394
-4.69852e-07,4.444444444444445
-4.78292e-07,4.494949494949495
-4.86749e-07,4.545454545454545
-4.95222e-07,4.595959595959596
-5.03709e-07,4.646464646464646
-5.12207e-07,4.696969696969697
-5.20717e-07,4.747474747474747
-5.29235e-07,4.797979797979798
-5.3776e-07,4.848484848484849
-5.4629e-07,4.898989898989899
-5.54824e-07,4.94949494949495
-5.63359e-07,5.0
