displacement,position
0.0,0.0
-1.83316e-09,0.020202020202020204
-7.30786e-09,0.04040404040404041
-1.6387e-08,0.06060606060606061
-2.90333e-08,0.08080808080808081
-4.52097e-08,0.10101010101010102
-6.4879e-08,0.12121212121212122
-8.8004e-08,0.14141414141414144
-1.14548e-07,0.16161616161616163
-1.44473e-07,0.18181818181818182
-1.77742e-07,0.20202020202020204
-2.14319e-07,0.22222222222222224
-2.54165e-07,0.24242424242424243
-2.97244e-07,0.26262626262626265
-3.43519e-07,0.2828282828282829
-3.92953e-07,0.30303030303030304
-4.45507e-07,0.32323232323232326
-5.01146e-07,0.3434343434343435
-5.59832e-07,0.36363636363636365
-6.21528e-07,0.38383838383838387
-6.86196e-07,0.4040404040404041
-7.538e-07,0.42424242424242425
-8.24302e-07,0.4444444444444445
-8.97666e-07,0.4646464646464647
-9.73854e-07,0.48484848484848486
-1.05283e-06,0.5050505050505051
-1.13455e-06,0.5252525252525253
-1.21899e-06,0.5454545454545455
-1.3061e-06,0.5656565656565657
-1.39585e-06,0.5858585858585859
-1.4882e-06,0.6060606060606061
-1.58312e-06,0.6262626262626263
-1.68056e-06,0.6464646464646465
-1.78049e-06,0.6666666666666667
-1.88288e-06,0.686868686868687
-1.98768e-06,0.7070707070707072
-2.09486e-06,0.7272727272727273
-2.20437e-06,0.7474747474747475
-2.3162e-06,0.7676767676767677
-2.43029e-06,0.787878787878788
-2.54661e-06,0.8080808080808082
-2.66512e-06,0.8282828282828284
-2.78578e-06,0.8484848484848485
-2.90857e-06,0.8686868686868687
-3.03343e-06,0.888888888888889
-3.16034e-06,0.9090909090909092
-3.28926e-06,0.9292929292929294
-3.42014e-06,0.9494949494949496
-3.55296e-06,0.9696969696969697
-3.68767e-06,0.98989898989899
-3.82424e-06,1.0101010101010102
-3.96263e-06,1.0303030303030305
-4.10281e-06,1.0505050505050506
-4.24473e-06,1.0707070707070707
-4.38836e-06,1.090909090909091
-4.53366e-06,1.1111111111111112
-4.6806e-06,1.1313131313131315
-4.82914e-06,1.1515151515151516
-4.97923e-06,1.1717171717171717
-5.13085e-06,1.191919191919192
-5.28396e-06,1.2121212121212122
-5.43851e-06,1.2323232323232325
-5.59448e-06,1.2525252525252526
-5.75182e-06,1.272727272727273
-5.9105e-06,1.292929292929293
-6.07048e-06,1.3131313131313131
-6.23173e-06,1.3333333333333335
-6.3942e-06,1.3535353535353536
-6.55785e-06,1.373737373737374
-6.72267e-06,1.393939393939394
-6.88859e-06,1.4141414141414144
-7.05559e-06,1.4343434343434345
-7.22364e-06,1.4545454545454546
-7.39269e-06,1.474747474747475
-7.5627e-06,1.494949494949495
-7.73364e-06,1.5151515151515154
-7.90547e-06,1.5353535353535355
-8.07816e-06,1.5555555555555556
-8.25167e-06,1.575757575757576
-8.42596e-06,1.595959595959596
-8.60099e-06,1.6161616161616164
-8.77672e-06,1.6363636363636365
-8.95313e-06,1.6565656565656568
-9.13016e-06,1.676767676767677
-9.30779e-06,1.696969696969697
-9.48598e-06,1.7171717171717173
-9.66469e-06,1.7373737373737375
-9.84388e-06,1.7575757575757578
-1.00235e-05,1.777777777777778
-1.02036e-05,1.7979797979797982
-1.0384e-05,1.8181818181818183
-1.05647e-05,1.8383838383838385
-1.07458e-05,1.8585858585858588
-1.09271e-05,1.878787878787879
-1.11086e-05,1.8989898989898992
-1.12903e-05,1.9191919191919193
-1.14722e-05,1.9393939393939394
-1.16542e-05,1.9595959595959598
-1.18362e-05,1.97979797979798
-1.20183e-05,2.0
