displacement,position
0.0,0.0
-2.87478e-11,0.04
-1.14607e-10,0.08
-2.57e-10,0.12
-4.5535e-10,0.16
-7.09081e-10,0.2
-1.01762e-09,0.24
-1.38038e-09,0.28
-1.79679e-09,0.32
-2.26627e-09,0.36
-2.78825e-09,0.4
-3.36215e-09,0.44
-3.98739e-09,0.48
-4.6634e-09,0.52
-5.3896e-09,0.56
-6.1654e-09,0.6
-6.99024e-09,0.64
-7.86354e-09,0.68
-8.78473e-09,0.72
-9.75321e-09,0.76
-1.07684e-08,0.8
-1.18298e-08,0.84
-1.29367e-08,0.88
-1.40887e-08,0.92
-1.5285e-08,0.96
-1.65252e-08,1.0
-1.78087e-08,1.04
-1.91348e-08,1.08
-2.05031e-08,1.12
-2.19129e-08,1.16
-2.33636e-08,1.2
-2.48548e-08,1.24
-2.63857e-08,1.28
-2.79559e-08,1.32
-2.95647e-08,1.36
-3.12116e-08,1.4000000000000001
-3.2896e-08,1.44
-3.46173e-08,1.48
-3.6375e-08,1.52
-3.81684e-08,1.56
-3.9997e-08,1.6
-4.18602e-08,1.6400000000000001
-4.37575e-08,1.68
-4.56882e-08,1.72
-4.76518e-08,1.76
-4.96477e-08,1.8
-5.16754e-08,1.84
-5.37341e-08,1.8800000000000001
-5.58235e-08,1.92
-5.79429e-08,1.96
-6.00916e-08,2.0
-6.22693e-08,2.04
-6.44752e-08,2.08
-6.67087e-08,2.12
-6.89694e-08,2.16
-7.12567e-08,2.2
-7.35699e-08,2.24
-7.59084e-08,2.2800000000000002
-7.82718e-08,2.32
-8.06594e-08,2.36
-8.30707e-08,2.4
-8.5505e-08,2.44
-8.79619e-08,2.48
-9.04406e-08,2.52
-9.29407e-08,2.56
-9.54616e-08,2.6
-9.80026e-08,2.64
-1.00563e-07,2.68
-1.03143e-07,2.72
-1.05741e-07,2.7600000000000002
-1.08357e-07,2.8000000000000003
-1.10991e-07,2.84
-1.13641e-07,2.88
-1.16307e-07,2.92
-1.18989e-07,2.96
-1.21686e-07,3.0
-1.24397e-07,3.04
-1.27122e-07,3.08
-1.2986e-07,3.12
-1.32611e-07,3.16
-1.35374e-07,3.2
-1.38149e-07,3.24
-1.40935e-07,3.2800000000000002
-1.43731e-07,3.3200000000000003
-1.46537e-07,3.36
-1.49352e-07,3.4
-1.52176e-07,3.44
-1.55007e-07,3.48
-1.57847e-07,3.52
-1.60693e-07,3.56
-1.63545e-07,3.6
-1.66404e-07,3.64
-1.69267e-07,3.68
-1.72135e-07,3.72
-1.75008e-07,3.7600000000000002
-1.77883e-07,3.8000000000000003
-1.80762e-07,3.84
-1.83643e-07,3.88
-1.86525e-07,3.92
-1.89409e-07,3.96
-1.92293e-07,4.0
